year,title,binary,budget,domgross,intgross,totalgross
2010,Yogi Bear,FAIL,80000000,100246011,202284317,302530328
2010,You Again,PASS,20000000,25702053,32838945,58540998
2010,You Will Meet a Tall Dark Stranger,PASS,15000000,3247816,34247816,37495632
2009,(500) Days of Summer,FAIL,7500000,32391374,60803210,93194584
2009,17 Again,PASS,40000000,64167069,139474906,203641975
2009,2012,FAIL,200000000,166112167,788408539,954520706
2009,9,FAIL,30000000,31749894,48559999,80309893
2009,A Perfect Getaway,FAIL,14000000,15515460,22815460,38330920
2009,A Serious Man,FAIL,7000000,9228788,30360570,39589358
2009,A Single Man,FAIL,7000000,9176000,28142379,37318379
2009,Adam,FAIL,3200000,2277396,2828590,5105986
2009,Adventureland,FAIL,9800000,16044025,17144025,33188050
2009,Agora,FAIL,70000000,619423,38992292,39611715
2009,Ajami,FAIL,1000000,621859,621859,1243718
2009,All About Steve,PASS,15000000,33862903,40127259,73990162
2009,An Education,PASS,7500000,12574914,29652736,42227650
2009,Angels &amp; Demons,FAIL,150000000,133375846,490875846,624251692
2009,Armored,FAIL,20000000,15988876,23661038,39649914
2009,Astro Boy,FAIL,65000000,19551067,44093014,63644081
2009,Avatar,FAIL,425000000,760507625,2783918982,3544426607
2009,Away We Go,PASS,21000000,9451946,10108016,19559962
2009,Br&uuml;no,FAIL,42000000,60054530,130788243,190842773
2009,Bride Wars,PASS,30000000,58715510,115150424,173865934
2009,Bright Star,PASS,8500000,4444637,17260680,21705317
2009,Brooklyn&#39;s Finest,FAIL,17000000,27163593,39233233,66396826
2009,Brothers,PASS,26000000,28544157,45043870,73588027
2009,Capitalism: A Love Story,FAIL,20000000,14363397,19121531,33484928
2009,Case 39,PASS,27000000,13261851,29302804,42564655
2009,Chloe,FAIL,13000000,3075255,9675172,12750427
2009,Cloudy with a Chance of Meatballs,FAIL,100000000,124870275,236827677,361697952
2009,Coco avant Chanel,PASS,23000000,6113834,50813834,56927668
2009,Coraline,PASS,60000000,75286229,126037057,201323286
2009,Daybreakers,FAIL,20000000,30101577,51401577,81503154
2009,Dead Snow,FAIL,800000,46742,2194020,2240762
2009,District 9,FAIL,30000000,115646235,215196627,330842862
2009,Drag Me to Hell,PASS,30000000,42100625,91388487,133489112
2009,Enter the Void,FAIL,16000000,337997,337997,675994
2009,Everybody&#39;s Fine,FAIL,20000000,9208876,9208876,18417752
2009,Fantastic Mr. Fox,FAIL,40000000,21002919,46498922,67501841
2009,Fast &amp; Furious,FAIL,85000000,155064265,363064265,518128530
2009,Fired Up!,FAIL,20000000,17231291,18608570,35839861
2009,Fish Tank,PASS,3000000,374675,5922292,6296967
2009,Friday the 13th,FAIL,17000000,65002019,91700771,156702790
2009,Funny People,FAIL,72500000,51855045,71880305,123735350
2009,G-Force,FAIL,150000000,119436770,287389685,406826455
2009,G.I. Joe: The Rise of Cobra,FAIL,175000000,150201498,302469017,452670515
2009,Gamer,FAIL,50000000,20534907,35062683,55597590
2009,Get Low,FAIL,7000000,9176933,9696933,18873866
2009,Harry Brown,FAIL,7300000,1818681,6294140,8112821
2009,Harry Potter and the Half-Blood Prince,PASS,250000000,301959197,934416487,1236375684
2009,He&#39;s Just Not That Into You,PASS,40000000,93953653,178390243,272343896
2009,I Come with the Rain,FAIL,18000000,0,627422,627422
2009,I Love You Phillip Morris,FAIL,13000000,2037459,15144685,17182144
2009,"I Love You, Man",FAIL,40000000,71440011,91729503,163169514
2009,Ice Age: Dawn of the Dinosaurs,FAIL,90000000,196573705,886968695,1083542400
2009,Inglourious Basterds,FAIL,70000000,120831050,316971720,437802770
2009,Invictus,FAIL,49000000,37491364,124491364,161982728
2009,It&#39;s Complicated,PASS,85000000,112735375,224614744,337350119
2009,Jennifer&#39;s Body,PASS,16000000,16204793,32832166,49036959
2009,Julie &amp; Julia,PASS,40000000,94125426,126646119,220771545
2009,Knowing,FAIL,50000000,79957634,187858642,267816276
2009,Law Abiding Citizen,FAIL,53000000,73357727,131159781,204517508
2009,Life During Wartime,PASS,4500000,281447,281447,562894
2009,Micmacs (Micmacs &agrave; tire-larigot),FAIL,42000000,1259693,11756922,13016615
2009,Monsters vs Aliens,FAIL,175000000,198351526,381687380,580038906
2009,Moon,FAIL,5000000,5010163,10676073,15686236
2009,Mother and Child,PASS,7000000,1110509,5010509,6121018
2009,My Bloody Valentine 3D,FAIL,14000000,51545952,102754998,154300950
2009,My Sister&#39;s Keeper,PASS,27500000,49200230,96673002,145873232
2009,Nine,FAIL,80000000,19676965,53508858,73185823
2009,Ninja Assassin,FAIL,50000000,38122883,61622883,99745766
2009,Nowhere Boy,FAIL,1900000,1445366,7785229,9230595
2009,Ondine,PASS,12000000,550472,550472,1100944
2009,Paa,FAIL,4300000,199228,9791282,9990510
2009,Pandorum,FAIL,40000000,10330853,17033431,27364284
2009,Perrier&#39;s Bounty,FAIL,6600000,828,828,1656
2009,Planet 51,FAIL,60000000,42194060,108996113,151190173
2009,Precious: Based on the Novel Push by Sapphire,PASS,10000000,47566524,68722848,116289372
2009,Public Enemies,FAIL,102500000,97104620,210379983,307484603
2009,Push,PASS,38000000,31811527,44411527,76223054
2009,Sherlock Holmes,FAIL,90000000,209028679,498438212,707466891
2009,Splice,PASS,30000000,17010170,22461001,39471171
2009,Star Trek,PASS,140000000,257730019,385680446,643410465
2009,State of Play,PASS,60000000,37017955,91445389,128463344
2009,Surrogates,FAIL,80000000,38577772,119668350,158246122
2009,Terminator Salvation,FAIL,200000000,125322469,371628539,496951008
2009,The Blind Side,FAIL,35000000,255959475,305705795,561665270
2009,The Boat That Rocked,FAIL,50000000,8017467,37472651,45490118
2009,The Boondock Saints II: All Saints Day,FAIL,8000000,10273187,10273187,20546374
2009,The Box,PASS,25000000,15051977,26341896,41393873
2009,The City of Your Final Destination,PASS,8300000,493296,1353296,1846592
2009,The Final Destination,PASS,40000000,66477700,187384627,253862327
2009,The Fourth Kind,PASS,10000000,26218170,49486874,75705044
2009,The Girl with the Dragon Tattoo,FAIL,90000000,102515793,233170238,335686031
2009,The Girlfriend Experience,FAIL,1300000,695840,1005840,1701680
2009,The Good Guy,PASS,10000000,100688,100688,201376
2009,The Hangover,FAIL,35000000,277322503,469553471,746875974
2009,The Imaginarium of Doctor Parnassus,FAIL,30000000,7689607,64352607,72042214
2009,The Informant!,FAIL,22000000,33316821,41771168,75087989
2009,The Invention of Lying,FAIL,18500000,18451251,32679264,51130515
2009,The Last Station,PASS,18000000,6617867,15696146,22314013
2009,The Lovely Bones,PASS,95000000,44114232,94894448,139008680
2009,The Men Who Stare at Goats,FAIL,24000000,32428195,67348218,99776413
2009,The Messenger,FAIL,6500000,1109660,1409660,2519320
2009,The Princess and the Frog,PASS,105000000,104400899,270997378,375398277
2009,The Proposal,FAIL,40000000,163958031,314709717,478667748
2009,The Road,FAIL,25000000,8114270,27614270,35728540
2009,The Secret of Kells,FAIL,8000000,690290,2600916,3291206
2009,The Soloist,FAIL,60000000,31720158,38454152,70174310
2009,The Taking of Pelham 123,FAIL,110000000,65452312,152364370,217816682
2009,The Time Traveler&#39;s Wife,FAIL,39000000,63414846,98666635,162081481
2009,The Ugly Truth,FAIL,38000000,88915214,205230042,294145256
2009,The Unborn,PASS,16000000,42670410,78208812,120879222
2009,The Young Victoria,PASS,35000000,11001272,31878891,42880163
2009,Transformers: Revenge of the Fallen,PASS,210000000,402111870,836519699,1238631569
2009,Up,FAIL,175000000,293004164,731542621,1024546785
2009,Up in the Air,FAIL,30000000,83823381,166842739,250666120
2009,Veronika Decides to Die,PASS,9000000,N/A,N/A,#VALUE!
2009,Watchmen,FAIL,138000000,107509799,184068357,291578156
2009,Whatever Works,FAIL,15000000,5306706,35106706,40413412
2009,Where the Wild Things Are,FAIL,100000000,77233467,99123656,176357123
2009,Whip It,PASS,15000000,13043363,18856151,31899514
2009,Whiteout,PASS,35000000,10275638,12254746,22530384
2009,X-Men Origins: Wolverine,FAIL,150000000,179883157,374825760,554708917
2009,Yesterday Was a Lie,PASS,200000,N/A,N/A,#VALUE!
2009,Youth in Revolt,FAIL,18000000,15285588,19685588,34971176
2009,Zombieland,PASS,23600000,75590286,102236596,177826882
2008,21,PASS,35000000,81159365,157852532,239011897
2008,Appaloosa,FAIL,20000000,20211394,27735474,47946868
2008,Australia,FAIL,130000000,49554002,215080810,264634812
2008,Baby Mama,PASS,30000000,60494212,64391484,124885696
2008,Be Kind Rewind,FAIL,20000000,11175164,30894247,42069411
2008,Bedtime Stories,PASS,80000000,110101975,218357961,328459936
2008,Blindness,PASS,25000000,3073392,20052958,23126350
2008,Bolt,PASS,150000000,114053759,313953759,428007518
2008,Burn After Reading,FAIL,37000000,60355347,163415735,223771082
2008,Changeling,PASS,55000000,35739802,113805580,149545382
2008,Che: Part One,FAIL,58000000,293708,30118557,30412265
2008,City of Ember,PASS,38000000,7871693,11817059,19688752
2008,Cloverfield,PASS,25000000,80048433,170764033,250812466
2008,Day of the Dead,PASS,18000000,N/A,N/A,#VALUE!
2008,Death Race,FAIL,65000000,36316032,72516819,108832851
2008,Defiance,PASS,50000000,28644813,42268745,70913558
2008,"Definitely, Maybe",PASS,7000000,32241649,55863786,88105435
2008,Doomsday,PASS,33000000,11008770,21621188,32629958
2008,Doubt,PASS,20000000,33446470,50946957,84393427
2008,Eagle Eye,FAIL,80000000,101440743,178066569,279507312
2008,Easy Virtue,PASS,14000000,2656784,12656784,15313568
2008,Fireproof,FAIL,500000,33456317,33473297,66929614
2008,Fly Me to the Moon,FAIL,25000000,14543943,57546746,72090689
2008,Forgetting Sarah Marshall,PASS,30000000,63172463,105173042,168345505
2008,Four Christmases,PASS,80000000,120146040,163546040,283692080
2008,Frost/Nixon,FAIL,29000000,18622031,28144586,46766617
2008,Frozen River,PASS,1000000,2511476,6030129,8541605
2008,Gake no ue no Ponyo,PASS,34000000,15090399,205312666,220403065
2008,Ghost Town,FAIL,20000000,13252641,26612350,39864991
2008,Gran Torino,FAIL,25000000,148095302,274543085,422638387
2008,Hamlet 2,PASS,9000000,4886216,4898285,9784501
2008,Hancock,FAIL,150000000,227946274,624346274,852292548
2008,Herb &amp; Dorothy,PASS,82500000,75986503,160388063,236374566
2008,High School Musical 3: Senior Year,PASS,11000000,90559416,274392880,364952296
2008,Igor,FAIL,30000000,19528602,31013349,50541951
2008,In Bruges,FAIL,15000000,7800825,34533783,42334608
2008,Indiana Jones and the Kingdom of the Crystal Skull,FAIL,185000000,317023851,786558145,1103581996
2008,Inkheart,PASS,60000000,17303424,58051454,75354878
2008,Iron Man,FAIL,186000000,318604126,582443126,901047252
2008,Journey to the Center of the Earth,FAIL,45000000,101704370,240904370,342608740
2008,Jumper,FAIL,82500000,81168265,223113205,304281470
2008,Kung Fu Panda,FAIL,130000000,215434591,631910531,847345122
2008,L&aring;t den r&auml;tte komma in (Let the Right One In),FAIL,4500000,2122085,12247682,14369767
2008,Made of Honor,FAIL,40000000,46012734,106548738,152561472
2008,Max Payne,PASS,35000000,40687294,85761789,126449083
2008,Meet Dave,FAIL,60000000,11803254,50648806,62452060
2008,Milk,FAIL,20000000,31841299,57293371,89134670
2008,Miracle at St. Anna,FAIL,45000000,7916887,9110458,17027345
2008,Nick and Norah&#39;s Infinite Playlist,PASS,10000000,31487293,33544594,65031887
2008,Nim&#39;s Island,PASS,37000000,48006762,94081683,142088445
2008,Pineapple Express,FAIL,26000000,87341380,101549277,188890657
2008,Pontypool,FAIL,1500000,3865,31916,35781
2008,Possession,PASS,25000000,10103647,14805812,24909459
2008,Prom Night,PASS,18000000,43869350,57109687,100979037
2008,Quantum of Solace,FAIL,230000000,169368427,591692078,761060505
2008,Quarantine,PASS,12000000,31691811,41291811,72983622
2008,Rachel Getting Married,PASS,12000000,12796861,13326864,26123725
2008,Revolutionary Road,PASS,45000000,22911480,79564960,102476440
2008,RocknRolla,FAIL,18000000,5700626,27794339,33494965
2008,Seven Pounds,PASS,54000000,69951824,166617328,236569152
2008,Sex and the City,PASS,57500000,152647258,415247258,567894516
2008,Slumdog Millionaire,FAIL,14000000,141319928,384519665,525839593
2008,Speed Racer,PASS,120000000,43945766,93394462,137340228
2008,Stargate: The Ark of Truth,FAIL,7000000,N/A,N/A,#VALUE!
2008,Step Brothers,FAIL,65000000,100468793,128468793,228937586
2008,Sunshine Cleaning,PASS,5000000,12062558,16462558,28525116
2008,"Synecdoche, New York",FAIL,20000000,3083538,4383538,7467076
2008,Taken,PASS,25000000,145000989,226941585,371942574
2008,The Bank Job,PASS,20000000,30060660,66143005,96203665
2008,The Brothers Bloom,FAIL,20000000,3531756,5531756,9063512
2008,The Chronicles of Narnia: Prince Caspian,PASS,225000000,141621490,419490286,561111776
2008,The Curious Case of Benjamin Button,FAIL,160000000,127509326,329809326,457318652
2008,The Dark Knight,FAIL,185000000,533345358,1002891358,1536236716
2008,The Day the Earth Stood Still,PASS,80000000,79366978,233066978,312433956
2008,The Eye,PASS,12000000,31418697,56918697,88337394
2008,The Forbidden Kingdom,FAIL,55000000,52075270,129075270,181150540
2008,The House Bunny,PASS,25000000,48237389,70237389,118474778
2008,The Hurt Locker,FAIL,15000000,17017811,49894223,66912034
2008,The Incredible Hulk,FAIL,137500000,134806913,263417913,398224826
2008,The Lucky Ones,PASS,14000000,266967,266967,533934
2008,The Other Boleyn Girl,PASS,40000000,26814957,77714957,104529914
2008,The Reader,FAIL,32500000,34194407,113019290,147213697
2008,The Secret Life of Bees,PASS,11000000,37770162,39984023,77754185
2008,The Sisterhood of the Traveling Pants 2,PASS,27000000,44089964,44270131,88360095
2008,The Strangers,FAIL,9000000,52597610,83051676,135649286
2008,The Tale of Despereaux,PASS,60000000,50877145,90482317,141359462
2008,The Women,PASS,16000000,26902075,50103808,77005883
2008,The Wrestler,FAIL,6000000,26238243,46634275,72872518
2008,Three Kingdoms: Resurrection of the Dragon,FAIL,20000000,N/A,22139590,#VALUE!
2008,Transsiberian,PASS,15000000,2203641,6379575,8583216
2008,Tropic Thunder,FAIL,90000000,110461307,188163455,298624762
2008,Twilight,PASS,37000000,192769854,397923934,590693788
2008,Valkyrie,FAIL,90000000,83077762,203902107,286979869
2008,Vicky Cristina Barcelona,PASS,16000000,23216709,104504817,127721526
2008,WALL-E,FAIL,180000000,223808164,532590994,756399158
2008,Waltz with Bashir,FAIL,2000000,2283849,11125664,13409513
2008,Wanted,FAIL,75000000,134508551,342416460,476925011
2008,"Welcome Home, Roscoe Jenkins",FAIL,27500000,42436517,43607627,86044144
2008,Wendy and Lucy,PASS,300000,865695,1416046,2281741
2008,What Happens In Vegas,PASS,35000000,80277646,218535708,298813354
2008,Yes Man,FAIL,50000000,97690976,225990976,323681952
2007,[Rec],PASS,2100000,N/A,27117954,#VALUE!
2007,1408,PASS,22500000,71985628,131263370,203248998
2007,28 Weeks Later,PASS,15000000,28638916,64232714,92871630
2007,3:10 to Yuma,FAIL,48000000,53606916,71171825,124778741
2007,30 Days of Night,FAIL,30000000,39568996,80276156,119845152
2007,88 Minutes,FAIL,30000000,16930884,32955399,49886283
2007,Across the Universe,PASS,45000000,24343673,29367143,53710816
2007,Atonement,PASS,30000000,50980159,130200290,181180449
2007,Becoming Jane,PASS,16500000,18663911,39364948,58028859
2007,Beowulf,PASS,150000000,82195215,194995215,277190430
2007,Blades of Glory,PASS,61000000,118594548,145594548,264189096
2007,Bridge to Terabithia,PASS,25000000,82234139,137984788,220218927
2007,Brooklyn Rules,PASS,8000000,458232,458232,916464
2007,Charlie Bartlett,FAIL,12000000,3950294,5295909,9246203
2007,Charlie Wilson&#39;s War,PASS,75000000,66661095,119512771,186173866
2007,Death at a Funeral,PASS,21000000,42739347,48977233,91716580
2007,Diary of the Dead,PASS,2750000,952620,5394447,6347067
2007,Disturbia,PASS,20000000,80209692,117573043,197782735
2007,Eastern Promises,PASS,50000000,17181265,55367342,72548607
2007,Enchanted,PASS,85000000,127706877,340384141,468091018
2007,Fantastic Four: Rise of the Silver Surfer,FAIL,120000000,131921738,288215319,420137057
2007,Gone Baby Gone,PASS,19000000,20300218,34619699,54919917
2007,Hairspray,PASS,75000000,118871849,202871849,321743698
2007,Halloween,PASS,15000000,58269151,77514401,135783552
2007,Hannibal Rising,FAIL,50000000,27669725,80583311,108253036
2007,Harry Potter and the Order of the Phoenix,PASS,150000000,292004738,942943935,1234948673
2007,Hitman,FAIL,17500000,39687694,99965792,139653486
2007,Hostel: Part II,PASS,7500000,17544812,33606409,51151221
2007,Hot Fuzz,FAIL,16000000,23618786,81742618,105361404
2007,Hot Rod,FAIL,25000000,13938332,14334401,28272733
2007,I Am Legend,PASS,150000000,256393010,585410052,841803062
2007,Into the Wild,FAIL,20000000,18354356,56395211,74749567
2007,Juno,PASS,7000000,143495265,231450102,374945367
2007,Knocked Up,PASS,27500000,148761765,219154490,367916255
2007,Lars and the real Girl,PASS,12500000,5956480,10553442,16509922
2007,Live Free or Die Hard,FAIL,110000000,134529403,383531464,518060867
2007,Michael Clayton,FAIL,21500000,49033882,92987651,142021533
2007,Music and Lyrics,FAIL,40000000,50572589,145021477,195594066
2007,No Country for Old Men,FAIL,25000000,74273505,164051250,238324755
2007,No Reservations,PASS,28000000,43107979,91665799,134773778
2007,Paranormal Activity,FAIL,450000,107918810,194183034,302101844
2007,Persepolis,PASS,7300000,4443403,22742498,27185901
2007,Pirates of the Caribbean: At World&#39;s End,PASS,300000000,309420425,960996492,1270416917
2007,Premonition,PASS,20000000,47852604,81461343,129313947
2007,Ratatouille,FAIL,150000000,206445654,626549695,832995349
2007,Resident Evil: Extinction,PASS,45000000,50648679,146162920,196811599
2007,Rush Hour 3,FAIL,180000000,140125968,253025968,393151936
2007,Shooter,FAIL,60000000,47003582,95703582,142707164
2007,Shrek the Third,PASS,160000000,322719944,807330936,1130050880
2007,St. Trinian&#39;s,PASS,11400000,15000,22446568,22461568
2007,Stardust,PASS,70000000,38634938,135556675,174191613
2007,Sunshine,FAIL,40000000,3688560,32030610,35719170
2007,Superbad,FAIL,17500000,121463226,169863226,291326452
2007,Sydney White,PASS,16500000,11892415,13636339,25528754
2007,Teeth,FAIL,2000000,347578,2350641,2698219
2007,The Bucket List,FAIL,45000000,93466502,174310293,267776795
2007,The Golden Compass,PASS,205000000,70107728,372234864,442342592
2007,The Kite Runner,FAIL,20000000,15800078,74180745,89980823
2007,The Man from Earth,FAIL,200000,N/A,N/A,#VALUE!
2007,The Messengers,PASS,16000000,35374833,53774833,89149666
2007,The Mist,PASS,13000000,25593755,54777490,80371245
2007,The Number 23,FAIL,32000000,35193167,77593167,112786334
2007,The Savages,PASS,9000000,6623082,10642023,17265105
2007,The Signal,FAIL,50000,251150,406299,657449
2007,The Simpsons Movie,PASS,72500000,183135014,527071022,710206036
2007,The Visitor,FAIL,4000000,9427026,19174817,28601843
2007,There Will Be Blood,FAIL,25000000,40222514,77208711,117431225
2007,TMNT,FAIL,35000000,54149098,96096018,150245116
2007,Transformers,FAIL,151000000,319246193,708272592,1027518785
2007,Tropa de Elite,PASS,6537890,8744,14319195,14327939
2007,Waitress,PASS,1500000,19097550,22217183,41314733
2007,We Own the Night,FAIL,28000000,28563179,55307857,83871036
2007,White Noise 2: The Light,FAIL,10000000,N/A,8243567,#VALUE!
2006,300,FAIL,60000000,210614939,454161935,664776874
2006,A Scanner Darkly,FAIL,20000000,5501616,7405084,12906700
2006,Akeelah and the Bee,PASS,8000000,18848430,18959424,37807854
2006,Aquamarine,PASS,12000000,18597342,22978953,41576295
2006,Bandidas,PASS,35000000,N/A,18400000,#VALUE!
2006,Black Christmas,PASS,9000000,16235738,16235738,32471476
2006,Blood Diamond,FAIL,100000000,57377916,171377916,228755832
2006,"Bon Cop, Bad Cop",FAIL,8000000,12671300,12671300,25342600
2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,FAIL,18000000,128505958,261572744,390078702
2006,Bug,PASS,4000000,7006708,7006708,14013416
2006,Cars,FAIL,70000000,244082982,461667967,705750949
2006,Casino Royale,FAIL,102000000,167365000,596365000,763730000
2006,Children of Men,PASS,76000000,35552383,69450202,105002585
2006,Clerks II,FAIL,5000000,24148068,25894473,50042541
2006,Crank,FAIL,12000000,27838408,43924923,71763331
2006,Das Leben Der Anderen,FAIL,2000000,11284657,81197047,92481704
2006,DOA: Dead or Alive,PASS,30000000,480314,7756224,8236538
2006,El laberinto del fauno (Pan's Labyrinth),PASS,16000000,37634615,87041569,124676184
2006,Eragon,FAIL,100000000,75030163,249488115,324518278
2006,Fido,FAIL,8000000,298110,419801,717911
2006,Final Destination 3,PASS,25000000,54098051,112798051,166896102
2006,Flushed Away,FAIL,149000000,64665672,177665672,242331344
2006,For Your Consideration,PASS,12000000,5549923,5549923,11099846
2006,Friends with Money,PASS,6500000,13368437,17518322,30886759
2006,Ice Age: The Meltdown,FAIL,75000000,195330621,651899282,847229903
2006,Idlewild,PASS,15000000,12669914,12669914,25339828
2006,Inside Man,FAIL,50000000,88634237,184634237,273268474
2006,Jackass Number Two,FAIL,11000000,72778712,85278712,158057424
2006,Lady in the Water,FAIL,75000000,42285169,72785169,115070338
2006,Last Holiday,PASS,45000000,38399961,43343247,81743208
2006,Letters from Iwo Jima,FAIL,13000000,13756082,68756082,82512164
2006,Little Children,PASS,14000000,5463019,14763019,20226038
2006,Little Miss Sunshine,PASS,8000000,59891098,100550977,160442075
2006,London To Brighton,PASS,825000,N/A,610776,#VALUE!
2006,Lucky Number Slevin,FAIL,27000000,22495466,55495466,77990932
2006,Man of the Year,FAIL,20000000,37442180,41342180,78784360
2006,Marie Antoinette,PASS,40000000,15962471,60862471,76824942
2006,Miss Potter,PASS,30000000,3005605,35891257,38896862
2006,Monster House,PASS,75000000,73661010,141267370,214928380
2006,Nacho Libre,FAIL,32000000,80197993,99296462,179494455
2006,Night at the Museum,PASS,110000000,250863268,574480841,825344109
2006,Notes on a Scandal,PASS,27500000,17510118,49752391,67262509
2006,Once,FAIL,150000,9445857,18997174,28443031
2006,Open Season,FAIL,85000000,85105259,189901703,275006962
2006,Paris je t&#39;aime,FAIL,13000000,4857374,4857374,9714748
2006,Perfume: The Story of a Murderer,PASS,63700000,2223293,133603463,135826756
2006,Pirates of the Caribbean: Dead Man&#39;s Chest,FAIL,225000000,423315812,1060615812,1483931624
2006,Poseidon,FAIL,160000000,60674817,181674817,242349634
2006,Quinceanera,PASS,400000,1692693,2522787,4215480
2006,Rang De Basanti,PASS,5300000,2197694,29197694,31395388
2006,Running with Scissors,PASS,12000000,6860000,8706701,15566701
2006,She&#39;s the Man,FAIL,25000000,33889159,55279608,89168767
2006,Sherrybaby,FAIL,2000000,199176,622806,821982
2006,Shortbus,PASS,2000000,1985292,1985292,3970584
2006,Silent Hill,PASS,50000000,46982632,99982632,146965264
2006,Slither,PASS,15250000,7802450,12930343,20732793
2006,Smokin&#39; Aces,FAIL,17000000,35662731,56047261,91709992
2006,Snakes on a Plane,PASS,33000000,34020814,62020814,96041628
2006,Southland Tales,PASS,17000000,275380,364607,639987
2006,Stick It,PASS,20000000,26910736,30399714,57310450
2006,Stranger Than Fiction,PASS,30000000,40435190,45235190,85670380
2006,Superman Returns,FAIL,232000000,200120000,390874000,590994000
2006,Take the Lead,PASS,30000000,34742066,65390493,100132559
2006,The Ant Bully,FAIL,45000000,28142535,49610898,77753433
2006,The Break Up,FAIL,52000000,118806699,202944203,321750902
2006,The Da Vinci Code,FAIL,125000000,217536138,767820459,985356597
2006,The Dead Girl,PASS,3300000,19875,19875,39750
2006,The Departed,FAIL,90000000,133311000,290539042,423850042
2006,The Devil Wears Prada,PASS,35000000,124740460,326551094,451291554
2006,The Fountain,FAIL,35000000,10144010,15461638,25605648
2006,The Grudge 2,PASS,20000000,39143839,70743839,109887678
2006,The History Boys,FAIL,3700000,2730296,13425589,16155885
2006,The Holiday,PASS,85000000,63280000,205190324,268470324
2006,The Host,PASS,50000000,26623701,58188384,84812085
2006,The Illusionist,FAIL,16500000,39868642,83792062,123660704
2006,The Lake House,FAIL,40000000,52330111,114830111,167160222
2006,The Painted Veil,FAIL,19400000,8060487,15118795,23179282
2006,The Prestige,FAIL,40000000,53089891,107896006,160985897
2006,The Pursuit of Happyness,FAIL,55000000,162586036,307325633,469911669
2006,The Queen,FAIL,15000000,56441711,128885873,185327584
2006,The Wind That Shakes the Barley,FAIL,8300000,1829142,25670174,27499316
2006,Ultraviolet,FAIL,30000000,18522064,20722064,39244128
2006,Volver,PASS,9400000,12899867,85599867,98499734
2006,We Are Marshall,FAIL,65000000,43545364,43545364,87090728
2006,When a Stranger Calls,PASS,15000000,47860214,66944472,114804686
2006,Wristcutters: A Love Story,FAIL,1000000,446165,460136,906301
2006,X-Men: The Last Stand,PASS,210000000,234362462,459359555,693722017
2006,"You, Me and Dupree",FAIL,54000000,75802010,130402010,206204020
2006,Zoom,PASS,35000000,11989328,12506188,24495516
2006,Zwartboek,PASS,22000000,4398532,27238354,31636886
2005,AEon Flux,PASS,55000000,25857987,47953341,73811328
2005,Assault on Precinct 13,PASS,30000000,20040895,36040895,56081790
2005,Batman Begins,FAIL,150000000,205343774,373298774,578642548
2005,Beauty Shop,PASS,25000000,36351350,38351350,74702700
2005,Bewitched,PASS,80000000,63313159,131159306,194472465
2005,BloodRayne,FAIL,25000000,2405420,3605420,6010840
2005,Boogeyman,FAIL,20000000,46752382,67192859,113945241
2005,Boynton Beach Club,PASS,2900000,3127472,3127472,6254944
2005,Brick,FAIL,450000,2075743,4087493,6163236
2005,Brokeback Mountain,FAIL,13900000,83043761,174097801,257141562
2005,Capote,FAIL,7000000,28750530,49924079,78674609
2005,Charlie and the Chocolate Factory,PASS,150000000,206459076,474459076,680918152
2005,Chinjeolhan geumjassi,PASS,4500000,211667,23471871,23683538
2005,Cinderella Man,FAIL,88000000,61649911,108539911,170189822
2005,Coach Carter,PASS,45000000,67264877,76669806,143934683
2005,Constantine,FAIL,75000000,75976178,230884728,306860906
2005,Conversations with Other Women,FAIL,450000,379418,909061,1288479
2005,Corpse Bride,FAIL,30000000,53359111,114770654,168129765
2005,Cursed,PASS,35000000,19294901,25114901,44409802
2005,Danny the dog,FAIL,43000000,24537621,49037621,73575242
2005,Dark Water,PASS,60000000,25473093,49473093,74946186
2005,Dear Wendy,FAIL,8000000,23106,446438,469544
2005,Domino,PASS,50000000,10169202,22969202,33138404
2005,Doom,FAIL,70000000,28212337,54612337,82824674
2005,Fantastic Four,FAIL,87500000,154696080,330717080,485413160
2005,Flightplan,PASS,55000000,89706988,225706988,315413976
2005,Fun with Dick and Jane,PASS,140000000,110550000,201798116,312348116
2005,"Good Night, and Good Luck.",FAIL,7000000,31501218,56586901,88088119
2005,Hard Candy,PASS,950000,1024640,8267066,9291706
2005,Harry Potter and the Goblet of Fire,FAIL,150000000,290013036,896911078,1186924114
2005,Herbie Fully Loaded,PASS,50000000,66010682,144110682,210121364
2005,Hide and Seek,PASS,25000000,51100486,123100486,174200972
2005,Hitch,FAIL,55000000,177784257,366784257,544568514
2005,Hoodwinked!,PASS,17500000,51386611,109843390,161230001
2005,Hostel,FAIL,4800000,47326473,82241110,129567583
2005,Hustle &amp; Flow,FAIL,2800000,22202809,23563727,45766536
2005,Ice Princess,PASS,25000000,24381334,25732334,50113668
2005,Jarhead,FAIL,72000000,62647540,96947540,159595080
2005,Junebug,PASS,1000000,2678010,3557954,6235964
2005,Just Like Heaven,PASS,58000000,48318130,100687083,149005213
2005,King Kong,FAIL,207000000,218080025,550517357,768597382
2005,Kingdom of Heaven,FAIL,110000000,47398413,218853353,266251766
2005,Kiss Kiss Bang Bang,FAIL,15000000,4235837,13105837,17341674
2005,Lord of War,FAIL,42000000,24149632,62142629,86292261
2005,Madagascar,FAIL,75000000,193595521,556559566,750155087
2005,Man of the House,PASS,50000000,19699706,22099706,41799412
